	DJIA	SP500	Nasdaq_100	DAX	FTSE_100	CAC_40	FTSE_MIB	IBEX_35	Nikkei	HangSengIndex	CSI 300	Merval	Bovespa	Inmex	S&P TSX_60	BIST_100	FTSE_JSE Africa	Kospi	ååÇÅ	êíë	Sensex	All Ordinaries	Straits Times	MSCI Russia	MSCI EMF
23.03.1990	2704,28	337,220001	214,490005	1921,640015	2283,9	1937			30372,16016	2974												1567,400024	1585,4		
26.03.1990	2707,66	337,630005	216,434998	1934,780029	2298,2	1964			31840,49023	3014												1567,199951	1604,1		
27.03.1990	2736,94	341,5	217,470001	1926,920044	2266,2	1946			31825,96094	3010												1558,5	1607,1		
28.03.1990	2743,69	342	214,229996	1918,300049	2275	1939			31263,57031	2990												1557,900024	1605,2		
29.03.1990	2727,7	340,790009	213,110001	1955,880005	2263	1947			31026,16016	3000												1547,099976	1594,2		
30.03.1990	2707,21	339,940002	213,145004	1966,75	2247,9	1972			29980,44922	2997												1535,800049	1581,1		
02.04.1990	2700,45	338,700012	212,669998	1935,26001	2221,6	1947			28002,07031	2934												1507,099976	1549,2		
03.04.1990	2736,71	343,640015	216,809998	1965,910034	2240,7	1985			28759,7207	2962												1505,400024	1555,9		
04.04.1990	2719,37	341,089996	215,479996	1960,890015	2231,6	2001			28442,93945	2960												1516,800049	1543		
05.04.1990	2721,17	340,730011	214,059998	1952,800049	2239,5	2028			28249,06055	2960												1505,599976	1528,4		
06.04.1990	2717,12	340,079987	212,475006	1959,079956	2221,1	2070			29278,7793	2956												1513	1508,3		
09.04.1990	2722,07	341,369995	212,115005	1919,780029	2227,7	2083			30397,92969	2954												1528,199951	1505,8		
10.04.1990	2731,08	342,070007	213,225006	1913,140015	2217,5	2075			29624,67969	2942												1511,900024	1509,6		
11.04.1990	2729,73	341,920013	214,524994	1890,900024	2215,5	2103			29440,2793	2959												1505,800049	1522,5		
12.04.1990	2751,8	344,339996	216,044998	1909,869995	2222,1	2117			29623,19922	2995												1498,400024	1525,2		
13.04.1990	2751,8	344,339996	216,044998	1909,869995	2222,1	2117			29213,91992	2995												1498,400024	1525,2		
16.04.1990	2763,06	344,73999	216,925003	1909,869995	2222,1	2117			28463,17969	2995												1498,400024	1531		
17.04.1990	2765,77	344,679993	216,5	1916,22998	2214,5	2126			28461,59961	3020												1499,199951	1526,6		
18.04.1990	2732,88	340,720001	213,145004	1896,910034	2205,9	2098			29249,06055	3052												1501,400024	1534,1		
19.04.1990	2711,94	338,089996	210,869995	1873,790039	2184,7	2097			29945,41016	3067												1495	1529		
20.04.1990	2695,95	335,119995	208,619995	1890,619995	2187,1	2129			29835,43945	3067												1492,199951	1520,6		
23.04.1990	2666,67	331,049988	205,630005	1851,349976	2159,2	2090			29679,07031	3056												1483,400024	1504,6		
24.04.1990	2654,5	330,359985	204,759995	1841,209961	2159,9	2101			29501,38086	3015												1467,099976	1479		
25.04.1990	2666,44	332,029999	205,580002	1845,939941	2143,1	2092			29564,35938	3018												1467,099976	1467,8		
26.04.1990	2676,58	332,920013	205,785004	1830,920044	2133,6	2072			29424,58008	3009												1462,5	1467,8		
27.04.1990	2645,05	329,109985	203,669998	1817,800049	2106,6	2066			29584,80078	2986												1456,5	1470,4		
30.04.1990	2656,76	330,799988	205,815002	1812,910034	2103,4	2046			29584,80078	2951												1454,5	1458,4		
01.05.1990	2668,92	332,25	207,039993	1812,910034	2117,9	2046			29689,83008	2945												1440,599976	1458,4		
02.05.1990	2689,64	334,480011	208,5	1835,810059	2137,6	2066			30173,64063	2957												1462,900024	1458,8		
03.05.1990	2696,17	335,570007	210,089996	1874,849976	2134,9	2099			30173,64063	2954												1467,699951	1465,9		
04.05.1990	2710,36	338,390015	212,705002	1904,849976	2162,2	2099			30173,64063	2946												1461,199951	1479,9		
07.05.1990	2721,62	340,529999	215,029999	1920,880005	2162,2	2120			30956,26953	2958												1478	1514,5		
08.05.1990	2733,56	342,01001	215,169998	1910,180054	2182	2120			30970,58008	2953												1476,900024	1516,4		
09.05.1990	2732,88	342,859985	215,429993	1903,609985	2162,7	2103			30945,60938	2942												1477,800049	1516,4		
10.05.1990	2738,51	343,820007	216,809998	1884,900024	2157	2104			30980,25977	2985												1474,5	1523,3		
11.05.1990	2801,58	352	220,889999	1884,76001	2175,9	2092			31512,14063	2960												1484,599976	1532,3		
14.05.1990	2821,53	354,75	223,860001	1857,97998	2214,5	2090			32042,65039	2976												1517,199951	1536,1		
15.05.1990	2822,45	354,279999	224,490005	1843,77002	2212,2	2070			31997,03906	2965												1507,800049	1530,9		
16.05.1990	2819,68	354	225,125	1850,26001	2222,1	2071			31967,61914	2948												1493,800049	1524,4		
17.05.1990	2831,71	354,470001	226,639999	1831,589966	2284,4	2104			32061,59961	2917												1481,599976	1528,9		
18.05.1990	2819,91	354,640015	228,509995	1856,449951	2269,1	2100			32013,7207	2925												1478,099976	1552,9		
21.05.1990	2844,68	358	232,214996	1817,709961	2282,1	2092			31765,05078	2930												1458	1571		
22.05.1990	2852,23	358,429993	232,845001	1803,25	2311,3	2115			31938,30078	2970												1465,400024	1578,6		
23.05.1990	2856,26	359,290009	236,059998	1833,660034	2287,4	2123			32176,50977	3028												1473,699951	1573		
24.05.1990	2855,55	358,410004	237,035004	1833,660034	2277,1	2123			32311,75	3048												1471,599976	1568,3		
25.05.1990	2820,92	354,579987	232,199997	1826,98999	2265,6	2112			32793,87891	3059												1479,900024	1565,4		
28.05.1990	2820,92	354,579987	232,199997	1823,219971	2265,6	2114			33191,60938	3059												1485,199951	1557,3		
29.05.1990	2870,49	360,649994	235,839996	1851,949951	2295,6	2123			32817,67188	3048												1495	1558,2		
30.05.1990	2878,56	360,859985	236,354996	1843,319946	2346,2	2121			32926,26172	3083												1499,5	1557,4		
31.05.1990	2876,66	361,230011	236,149994	1836,689941	2345,1	2107			33130,80078	3132												1512,099976	1553,6		
01.06.1990	2900,97	363,160004	237,884995	1850,23999	2371,4	2087			32891,12109	3159												1513,800049	1555,8		
04.06.1990	2935,19	367,399994	240,110001	1850,23999	2379	2087			32925,37109	3153												1524,900024	1552,5		
05.06.1990	2925	366,640015	237,845001	1880,630005	2380,1	2069			32921,62109	3159												1528,800049	1550,7		
06.06.1990	2911,65	364,959991	238,054993	1857,949951	2358,5	2045			32953,5	3172												1526,900024	1550,9		
07.06.1990	2897,33	363,149994	237,384995	1846,140015	2378,4	2045			33192,5	3145												1509,199951	1553,1		
08.06.1990	2862,38	358,709991	234,729996	1826,560059	2366,6	2021			32993,28906	3174												1504,099976	1568,1		
11.06.1990	2892,57	361,630005	236,949997	1809,709961	2348,8	2001			32540,17969	3154												1504,099976	1556,9		
12.06.1990	2933,42	366,25	240,110001	1812,349976	2370,7	2006			32322,31055	3203												1501,5	1540,8		
13.06.1990	2929,7	364,899994	242,054993	1792,25	2405,4	2026			32371,76953	3184												1510,599976	1535,1		
14.06.1990	2928,22	362,899994	240,514999	1792,25	2403	2028			32668,10938	3191												1503,099976	1531,1		
15.06.1990	2935,89	362,910004	240,785004	1787,280029	2392,3	2012			32538,40039	3201												1502,5	1531,3		
18.06.1990	2882,18	356,880005	236,710007	1804,380005	2370,5	1988			32376,80078	3201												1506	1545,7		
19.06.1990	2893,56	358,470001	236,774994	1821,339966	2369,7	2000			32040,38086	3229												1499,400024	1534,9		
20.06.1990	2895,3	359,100006	237,315002	1853,099976	2371,2	2004			32087,75977	3234												1502,800049	1535,9		
21.06.1990	2901,73	360,470001	238,145004	1863,550049	2370,3	2008			32087,26953	3246												1505,400024	1533,6		
22.06.1990	2857,18	355,429993	235,740005	1874,060059	2378,5	2032			31694,57031	3250												1512,5	1532,9		
25.06.1990	2845,05	352,309998	232,914993	1881,880005	2398,5	2040			31124,18945	3276												1512,800049	1522,6		
26.06.1990	2842,33	352,059998	232,940002	1887,880005	2399,8	2053			31571,76953	3292												1513,099976	1523,6		
27.06.1990	2862,13	355,140015	234,949997	1887,300049	2373,5	2034			32312,75	3284												1504,300049	1533,3		
28.06.1990	2878,71	357,630005	237,414993	1911,079956	2355,7	2038			32106,18945	3273												1494,300049	1531,7		
29.06.1990	2880,69	358,019989	238,460007	1884,670044	2374,6	2035			31940,24023	3278												1500,699951	1527		
02.07.1990	2899,26	359,540009	238,419998	1911,339966	2372	2035			32160,23047	3319												1496,599976	1524,4		
03.07.1990	2911,63	360,160004	238,184998	1911,26001	2371,7	2031			32414,59961	3356												1512,800049	1524,4		
04.07.1990	2911,63	360,160004	238,184998	1927,189941	2355,5	2032			32445,91992	3363												1541,099976	1528,3		
05.07.1990	2879,21	355,679993	237,300003	1927,069946	2331,4	2000			32351,66992	3356												1557,699951	1533,5		
06.07.1990	2904,95	358,420013	238,464996	1924,099976	2340	2002			32445,11914	3357												1554,199951	1536		
09.07.1990	2914,11	359,519989	239,600006	1927,280029	2337,5	2002			32538,2793	3385												1586,900024	1532,5		
10.07.1990	2890,84	356,48999	238,660004	1904,02002	2327,5	1963			32152,42969	3408												1581,199951	1523,5		
11.07.1990	2932,67	361,230011	240,774994	1902,359985	2360,5	1970			32294,17969	3440												1591,599976	1523,7		
12.07.1990	2969,8	365,440002	243,425003	1929,23999	2370,5	1975			32575,32031	3468												1607,300049	1532,9		
13.07.1990	2980,2	367,309998	244,740005	1931,849976	2382,2	1998			32644,36914	3507												1601,099976	1564,4		
16.07.1990	2999,75	368,950012	246,179993	1932,430054	2406,5	2015			33021,73047	3488												1608,199951	1575,9		
17.07.1990	2999,75	367,519989	241,524994	1929,060059	2415	2019			33172,28125	3463												1624	1571		
18.07.1990	2981,68	364,220001	238,220001	1962,069946	2402	2029			33048,10938	3528												1615,5	1565,9		
19.07.1990	2993,81	365,320007	236,399994	1962,219971	2387,3	2023			33055,62109	3523												1607,400024	1567,6		
20.07.1990	2961,14	361,609985	232,440002	1950,160034	2400,1	2031			32421,51953	3540												1601,5	1562,6		
23.07.1990	2904,7	355,309998	227,380005	1939,819946	2359,7	1990			31894,78906	3559												1598,400024	1566,4		
24.07.1990	2922,52	355,790009	226,485001	1922,670044	2360,9	1995			31702,46094	3495												1587	1554,1		
25.07.1990	2930,94	357,089996	228,764999	1924,339966	2364,7	1998			31701,26953	3520												1591,5	1561,2		
26.07.1990	2920,79	355,910004	227,199997	1930,569946	2344,1	1984			31369,75	3483												1590,800049	1558,1		
27.07.1990	2898,51	353,440002	225,634995	1920,25	2330,1	1965			30863,48047	3485												1577,900024	1565,5		
30.07.1990	2917,33	355,549988	223,919998	1909,199951	2316,5	1955			30442,94922	3445												1565,199951	1557,1		
31.07.1990	2905,2	356,149994	223,384995	1922,920044	2326,2	1965			31035,66016	3438												1573,800049	1554,8		
01.08.1990	2899,26	355,519989	223,115005	1903,97998	2339	1960			30837,99023	3468												1586,900024	1557,8		
02.08.1990	2864,6	351,480011	218,970001	1870,890015	2304,5	1916			30245,17969	3415												1616,800049	1532,5		
03.08.1990	2809,65	344,859985	212,604996	1848,5	2284,6	1869			29515,75977	3356												1589,699951	1511,1		
06.08.1990	2716,34	334,429993	201,455002	1759,589966	2220,2	1774			28599,5293	3107												1548,300049	1415		
07.08.1990	2710,64	334,829987	202,654999	1786,040039	2235,8	1812			27653,07031	3098												1547,599976	1360,5		
08.08.1990	2734,9	338,350006	205,580002	1733,569946	2237,5	1757			28509,14063	3145												1568,400024	1375,7		
09.08.1990	2758,91	339,940002	209,125	1751,51001	2244,9	1780			27615,73047	3091												1562,800049	1375,7		
10.08.1990	2716,58	335,519989	206,229996	1752,47998	2233,8	1778			27329,55078	3078												1569,099976	1343,7		
13.08.1990	2746,78	338,839996	207,419998	1721,540039	2219,5	1721			26176,42969	3040												1555,199951	1288,9		
14.08.1990	2747,77	339,390015	208,294998	1714,530029	2234	1712			26672,5293	3067												1564	1294,7		
15.08.1990	2748,27	340,059998	208,464996	1737,52002	2239,3	1712			28112,11914	3178												1563	1330,4		
16.08.1990	2681,44	332,390015	202,190002	1739,579956	2222,1	1723			27549,43945	3183												1558,900024	1329,4		
17.08.1990	2644,8	327,829987	196,845001	1677,890015	2176,9	1665			26786,7207	3122												1543,300049	1314,1		
20.08.1990	2656,44	328,51001	193,100006	1645,380005	2156,6	1611			26490,4707	3052												1538,400024	1280,7		
21.08.1990	2603,96	321,859985	188,255005	1584,98999	2108,1	1546			26297,83984	3040												1552,900024	1248,9		
22.08.1990	2560,15	316,549988	185,014999	1568,180054	2104,8	1586			25210,91016	2954												1530,099976	1182		
23.08.1990	2483,42	307,059998	178,294998	1532,290039	2075	1553			23737,63086	2871												1493,699951	1127,9		
24.08.1990	2532,92	311,51001	184,964996	1545,76001	2086,4	1617			24165,75977	2918												1467,300049	1158,1		
27.08.1990	2611,63	321,440002	193,975006	1633,609985	2086,4	1700			25141,75977	2918												1477,300049	1198,2		
28.08.1990	2614,85	321,339996	194,904999	1623,060059	2126,1	1680			25710,75977	3078												1491,800049	1217,1		
29.08.1990	2632,43	324,190002	192,904999	1626,189941	2125,7	1698			24894,78906	3015												1486,699951	1214,6		
30.08.1990	2593,32	318,709991	190,725006	1653,550049	2153,6	1723			25669,96094	3064												1504,199951	1259,6		
31.08.1990	2614,36	322,559998	193,615005	1622,01001	2162,8	1690			25978,36914	3087												1507,599976	1277,9		
03.09.1990	2614,36	322,559998	193,615005	1620,150024	2166,6	1644			25420,42969	3066												1503,800049	1265,6		
04.09.1990	2613,37	323,089996	194,744995	1605,680054	2148	1621			24907,64063	3054												1494,099976	1252,8		
05.09.1990	2628,22	324,390015	193,815002	1581,660034	2152,2	1638			24078,33984	3039												1479,800049	1258		
06.09.1990	2596,29	320,459991	190,669998	1555,939941	2120,9	1609			23811,91016	3032												1480,599976	1246,6		
07.09.1990	2619,55	323,399994	191,800003	1559,670044	2122,9	1619			23962,07031	3047												1478,900024	1238,3		
10.09.1990	2615,59	321,630005	192,649994	1603,420044	2147	1662			25080,90039	3087												1499,599976	1246,5		
11.09.1990	2612,62	321,040009	190,964996	1578,98999	2144,3	1654			24604,66016	3083												1499,400024	1243,2		
12.09.1990	2625,74	322,540009	192,354996	1599,349976	2142,3	1648			25216,14063	3105												1512,400024	1248,7		
13.09.1990	2582,67	318,649994	189,720001	1581,26001	2127,1	1646			25075,08008	3093												1494,900024	1241,8		
14.09.1990	2564,11	316,829987	189,520004	1561,800049	2093,8	1615			24897,46094	3062												1480,099976	1226,8		
17.09.1990	2567,33	317,769989	189,604996	1527,319946	2094,3	1604			24365,59961	3019												1477,400024	1196,7		
18.09.1990	2571,29	318,600006	189,429993	1509,890015	2064	1580			23884,82031	2996												1472,300049	1179		
19.09.1990	2557,43	316,600006	188,774994	1479,400024	2065,8	1570			23726,16992	2980												1451,699951	1172,5		
20.09.1990	2518,32	311,480011	183,979996	1465,77002	2016,9	1540			23602,98047	2984												1446,800049	1166,3		
21.09.1990	2512,38	311,320007	183,199997	1430,469971	2025,5	1543			23777,83008	2931												1428	1148,4		
24.09.1990	2452,97	304,589996	177,604996	1426,310059	1990,3	1503			23777,83008	2861												1412,5	1132,7		
25.09.1990	2485,64	308,26001	180,710007	1367,900024	1999,2	1485			23359,32031	2807												1393,800049	1113,2		
26.09.1990	2459,65	305,059998	179,455002	1377,089966	2000	1499			22250,61914	2778												1385,699951	1104,2		
27.09.1990	2427,48	300,970001	174,190002	1399,5	2009,1	1524			21771,91016	2767												1393,800049	1107,1		
28.09.1990	2452,48	306,049988	177,054993	1327,97998	1990,2	1499			20983,5	2760												1398,400024	1098,7		
01.10.1990	2515,84	314,940002	184,735001	1405,670044	2030,9	1541			20221,85938	2791												1385,699951	1103,4		
02.10.1990	2505,2	315,209991	184,919998	1448,449951	2058,5	1573			22898,41016	2905												1406,099976	1137,2		
03.10.1990	2489,36	311,399994	180,505005	1448,449951	2087	1567			22849,39063	2862												1385,400024	1119,3		
04.10.1990	2516,83	312,690002	179,494995	1413,380005	2070,4	1553			22278,18945	2862												1368,5	1117,6		
05.10.1990	2510,64	311,5	178,365005	1402,550049	2143,9	1552			22827,65039	2850												1356,800049	1113,9		
08.10.1990	2523,76	313,480011	179,565002	1458,069946	2201,6	1586			23630	2925												1369,400024	1110		
09.10.1990	2445,54	305,100006	173,625	1445,939941	2134,1	1551			23495,10938	2913												1375,400024	1105,3		
10.10.1990	2407,92	300,390015	169,464996	1406,02002	2121,8	1540			23495,10938	2872												1360,199951	1090,1		
11.10.1990	2365,1	295,459991	165,195007	1425,640015	2102,2	1542			22585,63086	2884												1341,199951	1079,5		
12.10.1990	2398,02	300,029999	166,714996	1461,900024	2100,4	1575			22390,16016	2915												1326,099976	1094,4		
15.10.1990	2416,34	303,230011	169,350006	1472,72998	2101,9	1599			23109,19922	2916												1321,400024	1098,4		
16.10.1990	2381,19	298,920013	165,490005	1462,709961	2083,6	1602			23606,09961	2949												1336,900024	1101,8		
17.10.1990	2387,87	298,76001	167,270004	1441,310059	2068	1616			23859,35938	2958												1341,699951	1101,8		
18.10.1990	2452,72	305,73999	172,380005	1468,540039	2082,6	1647			24367,08008	2950												1355,199951	1111,5		
19.10.1990	2520,79	312,480011	174,619995	1484,089966	2089	1644			24481,49023	2991												1368,599976	1139,9		
22.10.1990	2516,09	314,76001	178,565002	1474,160034	2102	1640			25070,85938	3015												1364,599976	1173,2		
23.10.1990	2494,06	312,359985	178,399994	1488,339966	2127	1676			25298,30078	3081												1383,099976	1209,9		
24.10.1990	2504,21	312,600006	178,470001	1523,170044	2110,5	1667			24876,88086	3042												1376,699951	1211		
25.10.1990	2484,16	310,170013	177,339996	1498,51001	2088,7	1646			25352,63086	3050												1375,300049	1209,5		
26.10.1990	2436,14	304,709991	174,210007	1463,119995	2063,1	1618			25005,64063	3050												1354,800049	1175		
29.10.1990	2430,2	301,880005	171,755005	1453,180054	2062,1	1628			25329,31055	3063												1329,099976	1177,1		
30.10.1990	2448,02	304,059998	172,994995	1439,719971	2033,9	1613			25242,40039	3011												1327,199951	1164,8		
31.10.1990	2442,33	304	172,554993	1434,5	2050,3	1645			25194,09961	2990												1303	1154		
01.11.1990	2454,95	307,019989	172,884995	1421,22998	2028	1645			24295,16016	2968												1291,199951	1133,7		
02.11.1990	2490,84	311,850006	176,865005	1420,050049	2030,7	1639			24194,99023	2978												1291,199951	1131,1		
05.11.1990	2502,23	314,589996	180,460007	1422,829956	2050,1	1620			24385,33008	2967												1317,800049	1132,9		
06.11.1990	2485,15	311,619995	180,259995	1404,76001	2069,8	1613			23965,75	2966												1335	1120,3		
07.11.1990	2440,84	306,01001	177,080002	1370,5	2069,8	1583			23500,25	2955												1342,300049	1108,5		
08.11.1990	2443,81	307,609985	177,705002	1359,180054	2059,2	1570			22969,81055	2932												1328,800049	1095,6		
09.11.1990	2488,61	313,73999	182,240005	1384,119995	2040,6	1573			22931,80078	2932												1328,800049	1088,5		
12.11.1990	2540,35	319,480011	188,669998	1409,819946	2051,9	1597			22931,80078	2949												1348,800049	1102,9		
13.11.1990	2535,4	317,670013	189,875	1421,810059	2056	1610			23973,66992	2998												1345,199951	1116,7		
14.11.1990	2559,65	320,399994	192,449997	1402,300049	2046	1599			23937,43945	3006												1345,300049	1114,8		
15.11.1990	2545,05	317,019989	189,550003	1417,47998	2060	1598			23487,48047	2990												1339,900024	1116,4		
16.11.1990	2550,25	317,119995	184,960007	1430,199951	2068	1612			23171,63086	3008												1339,900024	1118,4		
19.11.1990	2565,35	319,339996	187,039993	1462,810059	2095,9	1633			23518,16016	3042												1365,5	1122,8		
20.11.1990	2530,2	315,309998	183,315002	1459,869995	2115,2	1633			23205,48047	3031												1374,099976	1127		
21.11.1990	2539,36	316,029999	183,934998	1459,869995	2126,3	1627			22816,99023	3013												1368,5	1127		
22.11.1990	2539,36	316,029999	183,934998	1496,050049	2127,9	1639			23400,2793	3023												1366,599976	1127,6		
23.11.1990	2527,23	315,100006	184,279999	1477,040039	2170,5	1640			23400,2793	3016												1366,599976	1128,8		
26.11.1990	2533,17	316,51001	185,119995	1458,280029	2151,9	1607			23762,85938	2995												1350,300049	1121,2		
27.11.1990	2543,81	318,100006	189,175003	1434,369995	2159,5	1606			23623,50977	2998												1351,099976	1118,3		
28.11.1990	2535,15	317,950012	189,695007	1425,670044	2144,3	1601			23053,88086	2986												1338,5	1115,8		
29.11.1990	2518,81	316,420013	191,110001	1424,410034	2135,6	1607			22712,59961	2978												1319,699951	1109,4		
30.11.1990	2559,65	322,220001	192,580002	1436,569946	2149,4	1605			22454,63086	2965												1319,699951	1106,6		
03.12.1990	2565,59	324,100006	194,524994	1466,400024	2162,7	1645			22725,99023	3020												1317	1125,6		
04.12.1990	2579,7	326,350006	195,604996	1442,699951	2146,3	1646			21862,60938	3020												1322	1121,3		
05.12.1990	2610,4	329,920013	199,024994	1459,900024	2152,6	1660			22193,7207	3066												1323,300049	1124,2		
06.12.1990	2602,48	329,070007	199,485001	1493,060059	2177,5	1693			22553,09961	3126												1335,599976	1153		
07.12.1990	2590,1	327,75	199,345001	1510,97998	2183,4	1691			23522,49023	3163												1335,599976	1197,6		
10.12.1990	2596,78	328,890015	199,440002	1514,599976	2182,5	1675			23784,66992	3149												1321,599976	1179,9		
11.12.1990	2586,14	326,440002	196,554993	1487,680054	2165,8	1665			23956,9707	3144												1323,599976	1176,7		
12.12.1990	2622,28	330,190002	198,024994	1518,579956	2156,9	1668			23999,41016	3160												1319,699951	1184,7		
13.12.1990	2614,36	329,339996	198,029999	1527,359985	2172,2	1659			24642,9707	3150												1310	1195,2		
14.12.1990	2593,81	326,820007	196,134995	1513,25	2168,4	1635			24349,5	3125												1310	1188,3		
17.12.1990	2593,32	326,019989	195,054993	1491,130005	2157,9	1606			24087,91016	3051												1283,599976	1171,6		
18.12.1990	2626,73	330,049988	199,240005	1480,319946	2161,8	1591			24424,01953	3066												1284,099976	1174,4		
19.12.1990	2626,73	330,200012	200,414993	1460,97998	2178,7	1589			24876,7793	3083												1276,599976	1173,6		
20.12.1990	2629,46	330,119995	201,514999	1417,959961	2158,8	1553			24524,93945	3078												1272,199951	1177,6		
21.12.1990	2633,66	331,75	202,755005	1421,22998	2164,4	1564			24119,59961	3079												1272,199951	1172		
24.12.1990	2621,29	329,899994	201,220001	1421,22998	2156,3	1564			24119,59961	3060												1272,199951	1172		
25.12.1990	2621,29	329,899994	201,220001	1421,22998	2156,3	1564			23767,88086	3060												1272,199951	1172		
26.12.1990	2637,13	330,850006	200,570007	1421,22998	2156,3	1537			23887,56055	3060												1280,699951	1172		
27.12.1990	2625,5	328,290009	199,160004	1413,319946	2167,8	1529			23940,69922	3066												1279,800049	1160,5		
28.12.1990	2629,21	328,720001	199,419998	1389,349976	2160,4	1509			23848,71094	3057												1279,800049	1154,8		
31.12.1990	2633,66	330,220001	200,529999	1389,349976	2143,5	1509			23848,71094	3024												1279,800049	1154,8		
01.01.1991	2633,66	330,220001	200,529999	1389,349976	2143,5	1509			23848,71094	3024												1285,699951	1154,8		
02.01.1991	2610,64	326,450012	199,764999	1359,430054	2128,3	1505			23848,71094	3031												1273	1153,5		
03.01.1991	2573,51	321,910004	196,395004	1370,060059	2117,8	1539			23848,71094	3004												1241,5	1164,9		
04.01.1991	2566,09	321	196,824997	1390,079956	2126,1	1547			24069,17969	3046												1241,5	1180,5		
07.01.1991	2522,77	315,440002	192,350006	1356,47998	2113,3	1508			23736,57031	3026												1236,900024	1174,7		
08.01.1991	2509,41	314,899994	192,089996	1351,209961	2099,9	1503			22897,83984	3009												1232,5	1160,6		
09.01.1991	2470,3	311,48999	191,684998	1367,719971	2128,9	1552			22969,26953	3027												1233,699951	1167,3		
10.01.1991	2498,76	314,529999	196,080002	1376,76001	2108,7	1507			23047,35938	3035												1243,800049	1166,3		
11.01.1991	2501,49	315,230011	196,195007	1377,48999	2106,1	1495			23241,01953	3058												1243,800049	1175,3		
14.01.1991	2483,91	312,48999	193,770004	1345,26001	2080,8	1441			23213,23047	3037												1219,400024	1177,5		
15.01.1991	2490,59	313,730011	195,335007	1317,170044	2070,9	1457			23213,23047	3000												1204,5	1160,5		
16.01.1991	2508,91	316,170013	202,955002	1324,939941	2054,8	1457			22442,69922	2984												1237,5	1149,1		
17.01.1991	2623,51	327,970001	209,259995	1404,349976	2104,6	1560			23446,81055	3087												1266,5	1211,5		
18.01.1991	2646,78	332,230011	211,494995	1401,650024	2102,7	1560			23808,30078	3072												1266,5	1213,6		
21.01.1991	2629,21	331,059998	214,365005	1393,02002	2084	1553			23352,18945	3066												1270,099976	1205,4		
22.01.1991	2603,22	328,309998	211,975006	1373,910034	2081,6	1548			23253,65039	3062												1263,800049	1209,8		
23.01.1991	2619,06	330,209991	215,830002	1365,469971	2080,5	1522			23050,09961	3090												1268,599976	1200,3		
24.01.1991	2643,07	334,779999	219,785004	1379,569946	2099,3	1553			23269,00977	3140												1295,599976	1209,3		
25.01.1991	2659,41	336,070007	221,014999	1381,300049	2103	1563			23573,25	3206												1295,599976	1238,8		
28.01.1991	2654,46	336,029999	222,240005	1378,5	2118	1565			23569,43945	3198												1304,099976	1260,8		
29.01.1991	2662,62	335,839996	224,470001	1388,390015	2113,8	1554			23460,11914	3192												1314	1250,5		
30.01.1991	2713,12	340,910004	229,274994	1395,540039	2152,6	1582			23409,60938	3200												1321,5	1248,4		
31.01.1991	2736,39	343,929993	232,425003	1421,160034	2170,3	1580			23293,14063	3243												1302,5	1267,3		
01.02.1991	2730,69	343,049988	234,449997	1417,52002	2165,7	1578			23156,69922	3223												1302,5	1267,7		
04.02.1991	2772,28	348,339996	236,869995	1446,22998	2172,4	1581			23287,35938	3250												1354,400024	1273,7		
05.02.1991	2788,37	351,26001	241,565002	1442,72998	2202	1606			23821,57031	3345												1348,599976	1287		
06.02.1991	2830,94	358,070007	247,054993	1425,219971	2194,8	1598			23952,03906	3365												1344,400024	1286,2		
07.02.1991	2810,64	356,519989	243,425003	1442,829956	2243,7	1598			24104,42969	3333												1340,400024	1291,8		
08.02.1991	2830,69	359,350006	244,475006	1449,069946	2245,2	1622			24296,08008	3359												1340,400024	1291,8		
11.02.1991	2902,23	368,579987	249,304993	1493,180054	2279	1637			24296,08008	3394												1384,900024	1302		
12.02.1991	2874,75	365,5	248,199997	1470,01001	2264,5	1626			24935,00977	3395												1378,199951	1318,8		
13.02.1991	2909,16	369,019989	250,335007	1482,869995	2267,8	1636			25139,4707	3412												1372,099976	1323,3		
14.02.1991	2877,23	364,220001	245,589996	1497,290039	2294,4	1652			25356,36914	3412												1376,599976	1338,7		
15.02.1991	2934,65	369,059998	248,335007	1500,619995	2296,9	1670			25343,74023	3412												1376,599976	1338,7		
18.02.1991	2934,65	369,059998	248,335007	1557,869995	2318,3	1695			26230,00977	3473												1398,599976	1378,1		
19.02.1991	2932,18	369,390015	250,815002	1588,560059	2312,4	1701			26166,98047	3467												1372,199951	1378,1		
20.02.1991	2899,01	365,140015	247,759995	1567,26001	2296,8	1693			26198,78906	3492												1367,699951	1397,4		
21.02.1991	2891,83	364,970001	246,854996	1569,540039	2312,4	1710			26024,36914	3477												1387,300049	1387,3		
22.02.1991	2889,36	365,649994	248,634995	1574,77002	2314,3	1717			25902,81055	3475												1387,300049	1387,3		
25.02.1991	2887,87	367,26001	250,039993	1606,060059	2335,5	1745			26462,75977	3520												1413,5	1417,3		
26.02.1991	2864,6	362,809998	247,804993	1564,790039	2322,2	1712			26282,96094	3532												1390,199951	1432,5		
27.02.1991	2889,11	367,73999	249,714996	1553,98999	2348	1731			26094,25	3512												1405,599976	1443,4		
28.02.1991	2882,18	367,070007	250,115005	1564,449951	2380,9	1760			26409,2207	3552												1395,199951	1459,6		
01.03.1991	2909,9	370,470001	252,389999	1521,300049	2386,9	1747			25881,57031	3552												1395,199951	1463		
04.03.1991	2914,11	369,329987	253,380005	1529,310059	2382,9	1766			25976,01953	3564												1387,199951	1472,9		
