	DJIA	SP500	Nasdaq_100	DAX	FTSE_100	CAC_40	FTSE_MIB	IBEX_35	Nikkei	HangSengIndex	CSI 300	Merval	Bovespa	Inmex	S&P TSX_60	BIST_100	FTSE_JSE Africa	Kospi	ååÇÅ	êíë	Sensex	All Ordinaries	Straits Times	MSCI Russia	MSCI EMF
15.01.1953	288,18	26,129999																							
16.01.1953	287,17	26,02																							
19.01.1953	286,97	26,01																							
20.01.1953	288	26,139999																							
21.01.1953	287,6	26,09																							
22.01.1953	287,84	26,120001																							
23.01.1953	286,89	26,07																							
26.01.1953	286,54	26,02																							
27.01.1953	286,81	26,049999																							
28.01.1953	287,39	26,129999																							
29.01.1953	287,96	26,200001																							
30.01.1953	289,77	26,379999																							
02.02.1953	290,03	26,51																							
03.02.1953	290,19	26,540001																							
04.02.1953	289,08	26,42																							
05.02.1953	286,2	26,15																							
06.02.1953	282,85	26,51																							
09.02.1953	281,96	25,690001																							
10.02.1953	281,67	25,620001																							
11.02.1953	281,57	25,639999																							
12.02.1953	281,57	25,639999																							
13.02.1953	283,11	25,74																							
16.02.1953	282,18	25,65																							
17.02.1953	281,51	25,5																							
18.02.1953	281,14	25,48																							
19.02.1953	281,55	25,57																							
20.02.1953	281,89	25,629999																							
23.02.1953	281,89	25,629999																							
24.02.1953	282,99	25,75																							
25.02.1953	284,45	25,91																							
26.02.1953	284,35	25,950001																							
27.02.1953	284,27	25,9																							
02.03.1953	284,71	25,93																							
03.03.1953	285,99	26																							
04.03.1953	283,7	25,780001																							
05.03.1953	283,86	25,790001																							
06.03.1953	284,82	25,84																							
09.03.1953	284,9	25,83																							
10.03.1953	285,22	25,91																							
11.03.1953	288,02	26,120001																							
12.03.1953	288	26,129999																							
13.03.1953	289,04	26,18																							
16.03.1953	289,52	26,219999																							
17.03.1953	290,64	26,33																							
18.03.1953	290,32	26,24																							
19.03.1953	289,97	26,219999																							
20.03.1953	289,69	26,18																							
23.03.1953	287,39	26,02																							
24.03.1953	288,83	26,17																							
25.03.1953	287,98	26,1																							
26.03.1953	286,6	25,950001																							
27.03.1953	287,33	25,99																							
30.03.1953	283,07	25,610001																							
31.03.1953	279,87	25,290001																							
01.04.1953	280,09	25,25																							
02.04.1953	280,03	25,23																							
03.04.1953	280,03	25,23																							
06.04.1953	274,1	24,610001																							
07.04.1953	275,16	24,709999																							
08.04.1953	276,84	24,93																							
09.04.1953	276,23	24,879999																							
10.04.1953	275,5	24,82																							
13.04.1953	274,73	24,77																							
14.04.1953	275,85	24,860001																							
15.04.1953	277,35	24,959999																							
16.04.1953	276,74	24,91																							
17.04.1953	274,41	24,620001																							
20.04.1953	275,99	24,73																							
21.04.1953	275,48	24,67																							
22.04.1953	273,55	24,459999																							
23.04.1953	270,73	24,190001																							
24.04.1953	271,26	24,200001																							
27.04.1953	272,7	24,34																							
28.04.1953	273,96	24,52																							
29.04.1953	275,38	24,68																							
30.04.1953	274,75	24,620001																							
01.05.1953	275,66	24,73																							
04.05.1953	278,34	25																							
05.05.1953	278,22	25,030001																							
06.05.1953	278,14	25																							
07.05.1953	277,43	24,9																							
08.05.1953	278,22	24,9																							
11.05.1953	278,79	24,91																							
12.05.1953	277,09	24,74																							
13.05.1953	276,8	24,709999																							
14.05.1953	277,96	24,85																							
15.05.1953	277,9	24,84																							
18.05.1953	276,92	24,75																							
19.05.1953	275,91	24,700001																							
20.05.1953	278,04	24,93																							
21.05.1953	278,51	25,059999																							
22.05.1953	278,16	25,030001																							
25.05.1953	277,47	24,99																							
26.05.1953	276,37	24,870001																							
27.05.1953	273,96	24,639999																							
28.05.1953	271,48	24,459999																							
29.05.1953	272,28	24,540001																							
01.06.1953	268,4	24,15																							
02.06.1953	269,84	24,219999																							
03.06.1953	269,6	24,18																							
04.06.1953	267,63	24,030001																							
05.06.1953	268,32	24,09																							
08.06.1953	267,91	24,01																							
09.06.1953	263,39	23,6																							
10.06.1953	263,35	23,540001																							
11.06.1953	264,99	23,75																							
12.06.1953	265,78	23,82																							
15.06.1953	263,87	23,620001																							
